id,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9
sensor_4013,95.9,36.1,48.7,50.3,47.9,33.2,55.5,23.4,71.6
sensor_4014,75.4,60.9,87.7,45.6,24.3,51.1,82.7,65.9,84.0
sensor_4015,80.4,33.7,91.0,75.1,63.8,86.2,45.0,87.5,23.4
sensor_4016,32.0,17.1,85.8,77.0,43.2,97.1,41.8,74.3,88.4
sensor_4017,78.2,45.1,54.1,87.4,56.1,18.7,12.0,98.1,66.1
sensor_4018,86.4,37.3,93.3,61.2,77.8,36.1,19.0,34.3,13.5
sensor_4019,44.7,88.7,73.5,60.7,39.0,81.4,21.7,21.4,30.3
sensor_4020,52.4,23.3,34.4,75.4,98.3,92.5,44.7,18.5,26.8
sensor_4021,18.9,29.6,87.9,42.7,85.5,80.1,54.1,38.8,45.7
sensor_4022,55.3,11.2,39.0,55.3,61.8,38.1,96.7,56.6,43.2
sensor_4023,67.0,93.2,85.6,70.7,52.6,57.7,60.8,93.4,21.2
sensor_4024,25.5,49.0,44.4,44.2,27.6,43.3,92.3,47.3,22.8
sensor_4025,51.2,71.9,22.5,47.2,31.2,82.5,52.3,30.7,32.9
sensor_4026,57.9,65.1,64.6,77.7,41.0,40.5,99.0,85.1,83.8
sensor_4027,80.0,12.9,91.4,80.4,83.9,85.9,90.4,11.6,87.4
sensor_4028,54.7,70.9,12.4,21.7,36.6,88.0,11.6,77.3,69.4
sensor_4029,61.4,34.0,30.1,42.8,29.2,18.6,89.1,67.8,72.6
sensor_4030,65.9,12.8,29.5,95.4,76.2,21.1,57.5,85.3,77.3
sensor_4031,96.9,87.0,67.3,89.9,47.9,53.7,76.9,52.3,68.1
sensor_4032,22.2,14.7,93.3,17.1,88.4,36.5,59.6,55.8,32.2
sensor_4033,52.1,60.1,45.4,81.2,67.8,50.2,74.0,80.6,77.7
sensor_4034,67.9,26.9,93.9,93.8,22.8,39.2,63.2,94.6,21.7
sensor_4035,33.7,42.4,78.7,52.9,79.2,51.0,32.7,50.1,40.5
sensor_4036,24.8,19.6,82.3,57.2,41.0,18.4,94.1,35.3,37.8
sensor_4037,99.5,30.4,44.0,57.8,62.4,45.6,78.9,54.0,84.8
sensor_4038,88.5,25.9,80.5,78.2,81.5,35.7,39.8,71.9,72.2
sensor_4039,62.8,60.4,43.1,55.2,63.4,50.2,52.7,89.2,61.8
sensor_4040,95.6,84.6,71.4,26.0,40.6,21.8,67.4,23.5,97.5
sensor_4041,38.5,46.6,86.6,74.1,73.3,52.6,95.4,47.0,98.7
sensor_4042,68.0,57.2,81.3,56.7,78.5,56.5,49.1,74.5,77.1
sensor_4043,17.1,30.2,61.6,65.6,36.1,67.3,97.9,62.7,73.3
sensor_4044,15.8,74.0,40.1,49.4,30.6,66.9,96.4,14.6,65.6
sensor_4045,51.4,54.4,61.3,22.4,70.7,55.4,80.3,44.1,84.7
sensor_4046,36.3,96.3,94.8,88.9,71.0,61.3,73.6,59.8,66.8
sensor_4047,82.8,81.4,11.8,59.5,68.0,12.1,12.7,76.7,26.0
sensor_4048,83.4,70.0,63.6,45.5,38.7,38.9,39.1,40.6,32.8
sensor_4049,62.4,77.9,13.8,72.9,50.0,66.9,80.5,99.1,11.3
sensor_4050,56.0,10.1,33.8,94.5,56.3,53.5,26.5,24.1,25.7
sensor_4051,87.1,90.9,36.3,97.7,72.2,96.2,48.1,73.3,21.6
sensor_4052,36.7,56.4,86.7,95.4,41.0,51.1,62.7,24.0,39.8
sensor_4053,26.2,29.5,91.8,28.5,94.8,39.4,94.9,51.7,70.7
sensor_4054,71.1,54.7,29.1,91.2,80.8,21.7,81.8,79.1,57.8
sensor_4055,53.3,14.3,69.8,10.8,73.7,63.1,63.9,33.1,52.3
sensor_4056,52.9,66.6,71.6,26.4,55.8,95.9,47.1,94.5,99.1
sensor_4057,63.6,53.3,33.8,45.5,89.8,98.0,64.3,54.7,70.1
sensor_4058,52.7,81.3,90.7,77.4,51.3,77.5,25.3,79.0,43.1
sensor_4059,48.0,69.0,32.0,99.0,14.5,23.8,78.1,44.8,98.9
sensor_4060,92.5,43.4,23.0,42.6,57.8,75.4,90.0,54.0,38.8
sensor_4061,10.9,97.2,78.3,77.1,69.4,25.8,71.9,68.7,36.7
sensor_4062,51.5,44.7,95.2,47.3,71.0,94.5,26.5,44.1,33.4
sensor_4063,72.7,80.9,28.4,46.4,93.8,19.6,61.5,25.8,96.5
sensor_4064,49.7,45.5,36.8,30.0,88.0,13.4,38.6,66.6,85.2
sensor_4065,45.4,99.2,29.6,11.5,68.6,28.1,23.0,93.2,81.2
sensor_4066,14.8,71.0,45.0,15.1,55.9,88.2,96.8,82.8,86.1
sensor_4067,15.0,37.0,91.8,19.7,28.4,68.8,78.8,90.2,27.6
sensor_4068,93.8,75.6,77.3,99.3,66.7,64.3,42.8,24.4,92.9
sensor_4069,89.7,78.8,63.6,62.2,58.9,49.6,52.1,15.5,42.4
sensor_4070,56.5,62.6,79.2,52.6,98.6,72.3,92.7,44.5,78.8
sensor_4071,93.6,39.3,73.3,26.5,83.9,53.0,14.5,21.4,32.2
sensor_4072,79.8,84.2,29.1,21.6,55.8,27.5,83.3,47.8,24.1
sensor_4073,32.4,78.1,85.9,35.8,42.3,53.3,72.3,76.7,99.1
sensor_4074,57.3,25.5,66.2,43.7,74.9,41.8,47.2,17.6,49.2
sensor_4075,98.8,42.8,60.2,24.1,29.8,43.1,89.4,72.1,39.1
sensor_4076,54.1,12.3,98.8,49.3,10.5,70.0,79.0,59.2,88.2
sensor_4077,25.9,93.5,81.7,42.1,22.9,86.8,57.4,54.8,43.7
sensor_4078,90.4,41.5,91.4,68.3,37.0,94.8,46.9,69.7,86.5
sensor_4079,54.8,47.1,70.8,38.9,50.9,23.6,56.7,19.2,10.9
sensor_4080,96.7,99.8,95.3,75.3,14.4,59.1,94.0,53.2,46.2
sensor_4081,37.9,94.1,41.5,12.3,70.9,58.8,68.5,38.8,10.9
sensor_4082,10.1,91.3,60.0,71.2,47.8,63.4,82.3,33.4,54.9
sensor_4083,17.1,29.1,57.8,79.4,59.3,48.4,27.4,44.5,67.0
sensor_4084,44.9,39.7,94.1,31.0,83.5,49.8,76.9,46.7,30.6
sensor_4085,95.6,61.9,87.4,24.0,87.8,72.2,92.7,25.3,20.3
sensor_4086,93.1,41.0,26.3,53.6,28.6,89.7,54.8,35.9,38.2
sensor_4087,39.0,24.8,64.0,10.8,91.7,10.4,52.5,77.6,12.4
sensor_4088,53.0,91.7,60.7,24.7,16.8,42.0,62.8,50.5,97.8
sensor_4089,46.8,11.4,57.9,76.7,38.5,20.3,60.0,49.5,36.8
sensor_4090,97.8,30.8,49.2,28.4,49.7,57.5,41.5,50.5,36.9
sensor_4091,77.2,71.4,41.1,68.8,42.6,20.5,20.2,66.8,58.1
sensor_4092,96.2,33.7,81.3,64.0,45.1,92.6,31.9,60.7,26.3
sensor_4093,53.1,52.9,53.5,31.3,67.6,17.1,30.0,34.6,50.9
sensor_4094,43.2,91.1,16.5,87.1,65.8,93.4,78.0,84.9,52.2
sensor_4095,43.6,63.3,70.1,86.3,29.9,75.7,83.2,13.6,80.0
sensor_4096,92.5,39.1,11.1,35.8,76.5,49.4,44.1,59.5,35.6
sensor_4097,39.0,61.0,61.4,34.9,93.2,36.1,21.3,69.1,88.2
sensor_4098,19.3,22.1,64.8,32.2,89.4,15.0,98.0,46.5,31.3
sensor_4099,43.4,81.1,88.8,43.1,94.9,38.2,91.5,62.6,58.7
sensor_4100,61.3,99.7,24.1,26.7,73.3,63.4,92.4,57.2,60.4
sensor_4101,78.7,39.2,52.3,68.6,59.6,80.0,80.7,98.5,51.8
sensor_4102,94.5,32.3,62.9,52.2,29.7,67.6,56.3,32.2,49.3
sensor_4103,44.6,12.4,54.9,61.2,54.8,82.9,93.6,97.7,81.1
sensor_4104,77.8,71.7,36.3,99.5,69.5,49.9,22.6,45.9,95.0
sensor_4105,90.4,75.6,97.3,76.6,71.7,11.5,49.7,30.8,26.4
sensor_4106,95.4,46.4,23.3,56.5,41.1,44.7,11.4,65.8,70.3
sensor_4107,76.3,48.2,20.9,51.2,38.7,62.5,85.5,96.1,95.0
sensor_4108,49.8,35.0,67.3,59.8,74.4,63.1,86.1,59.7,70.3
sensor_4109,98.3,70.3,37.3,54.5,74.0,78.8,72.1,82.5,42.8
sensor_4110,76.7,40.5,66.3,22.8,56.9,88.3,95.0,13.0,50.8
sensor_4111,72.8,12.2,17.4,27.1,14.1,64.5,50.3,15.8,21.6
sensor_4112,19.6,44.9,31.8,50.4,12.5,93.7,53.5,94.9,94.2
sensor_4113,30.2,61.2,83.2,79.3,20.0,98.0,75.2,25.3,17.6
sensor_4114,52.5,53.1,10.2,89.7,71.9,60.9,84.5,57.6,57.7
sensor_4115,13.0,60.3,71.4,55.1,97.9,48.2,93.9,56.4,21.1
sensor_4116,49.8,27.9,45.5,40.2,47.2,94.0,52.7,43.4,94.0
sensor_4117,60.7,50.4,31.9,92.2,81.1,36.1,82.9,38.6,77.0
sensor_4118,67.4,89.9,53.3,69.2,41.8,11.1,13.5,39.5,84.2
sensor_4119,77.3,68.5,76.3,59.3,12.3,58.6,38.8,39.2,50.2
sensor_4120,29.0,53.6,36.2,42.3,52.5,23.4,57.3,23.7,94.6
sensor_4121,11.5,35.7,43.2,80.9,76.1,94.2,37.2,32.0,46.5
sensor_4122,11.2,70.3,48.5,71.2,20.3,40.9,43.0,44.4,49.3
sensor_4123,30.8,35.6,73.3,49.6,68.8,14.0,13.7,84.6,40.2
sensor_4124,37.0,95.3,59.8,22.4,66.3,12.1,88.6,61.3,71.3
sensor_4125,93.3,44.6,64.6,37.7,31.8,49.3,41.3,72.6,90.5
sensor_4126,84.1,95.0,92.7,30.3,68.9,29.0,29.6,36.3,22.6
sensor_4127,24.8,42.6,79.3,92.4,18.7,13.5,75.6,31.2,15.8
sensor_4128,78.6,36.7,67.8,26.5,34.5,67.2,80.4,66.7,73.8
sensor_4129,46.1,32.3,64.6,79.3,75.6,33.4,29.0,91.6,73.8
sensor_4130,11.6,73.1,88.5,75.1,88.0,58.9,76.2,54.6,24.9
sensor_4131,38.4,37.1,71.8,43.8,76.4,14.6,62.1,95.0,28.9
sensor_4132,54.8,11.3,63.0,97.1,89.8,97.2,96.2,91.9,19.2
sensor_4133,90.3,30.7,66.3,36.4,64.2,71.1,59.4,42.8,19.1
sensor_4134,32.7,33.5,46.8,99.5,43.2,30.8,23.9,41.4,47.9
sensor_4135,21.4,46.2,55.0,45.5,79.2,24.5,78.0,89.7,41.9
sensor_4136,54.8,77.0,62.5,37.8,35.2,13.3,15.4,60.7,55.5
sensor_4137,80.4,20.8,91.2,68.6,18.1,40.3,54.6,93.9,13.3
sensor_4138,35.0,44.4,94.8,17.4,85.0,79.2,50.3,90.6,39.9
sensor_4139,86.2,33.6,19.4,26.7,33.5,97.1,71.3,55.0,66.9
sensor_4140,63.9,81.2,76.4,35.7,98.6,33.1,69.3,85.5,81.8
sensor_4141,20.3,29.7,75.7,51.6,14.0,63.5,53.6,48.5,11.9
sensor_4142,27.0,59.2,27.3,32.2,45.3,39.2,24.8,90.8,83.4
sensor_4143,70.2,10.2,82.1,35.3,70.8,38.0,33.5,78.6,34.3
sensor_4144,81.6,49.1,21.1,41.7,35.4,39.3,40.7,17.8,27.8
sensor_4145,83.5,48.7,23.7,17.9,57.9,94.4,87.6,42.4,16.5
sensor_4146,10.8,70.0,34.6,21.9,97.0,42.5,22.7,53.3,10.6
sensor_4147,46.1,58.7,67.4,55.9,34.6,88.8,92.9,72.7,49.4
sensor_4148,52.3,23.6,26.9,37.6,72.2,26.6,65.6,53.9,94.2
sensor_4149,75.9,32.3,46.6,24.2,32.2,23.9,46.8,50.3,92.3
sensor_4150,48.6,36.2,89.3,40.2,55.5,55.7,21.1,67.0,36.3
sensor_4151,44.6,97.2,67.6,51.2,36.5,71.7,97.7,36.0,64.6
sensor_4152,27.4,16.6,47.5,41.2,89.5,24.1,87.9,75.4,89.5
sensor_4153,46.8,33.4,83.3,96.7,10.4,71.7,30.7,68.4,90.7
sensor_4154,68.1,28.8,26.8,27.2,45.7,91.1,73.9,28.6,19.6
sensor_4155,50.5,11.3,31.9,13.7,28.6,71.2,29.9,28.0,68.8
sensor_4156,81.5,69.8,89.7,18.6,11.4,45.8,35.1,83.5,24.2
sensor_4157,48.1,58.3,88.1,88.3,30.0,57.5,72.3,92.2,67.9
sensor_4158,42.8,27.4,19.9,34.8,89.6,90.4,60.6,58.9,18.5
sensor_4159,53.6,33.4,17.8,38.5,82.2,11.9,43.9,48.3,55.0
sensor_4160,86.1,31.2,44.2,15.4,45.7,95.5,46.9,98.9,25.7
sensor_4161,22.9,87.6,54.5,67.5,21.9,93.9,96.2,19.4,80.3
sensor_4162,99.3,23.2,96.2,48.3,67.6,94.8,79.8,40.3,95.9
sensor_4163,21.3,15.4,36.0,17.0,87.9,85.9,90.0,54.6,68.6
sensor_4164,45.5,73.7,89.5,15.8,60.7,65.0,67.8,26.5,95.9
sensor_4165,57.7,47.6,43.6,98.2,29.3,59.7,78.6,60.1,82.8
sensor_4166,93.9,20.2,13.8,95.7,52.3,27.6,57.2,97.5,17.4
sensor_4167,35.2,27.8,11.6,65.7,64.2,95.8,12.4,14.7,86.0
sensor_4168,76.4,45.2,45.8,13.6,10.7,25.9,68.6,35.6,35.7
sensor_4169,84.2,90.3,50.4,57.1,58.0,57.6,25.4,30.8,51.5
sensor_4170,57.9,90.0,94.4,23.7,80.5,28.6,22.2,50.8,71.0
sensor_4171,96.7,39.5,13.3,36.7,70.3,70.8,59.5,95.5,90.3
sensor_4172,54.0,89.4,36.2,67.6,55.5,46.1,38.0,64.0,50.9
sensor_4173,14.7,52.8,66.6,84.6,25.6,98.3,77.7,29.5,47.0
sensor_4174,63.8,57.0,53.0,41.5,97.9,68.4,68.3,35.2,92.5
sensor_4175,58.9,58.5,42.4,11.2,76.7,77.2,97.1,65.5,14.9
sensor_4176,26.9,49.9,23.0,66.7,17.0,30.4,42.6,62.8,55.0
sensor_4177,35.4,28.8,19.9,78.1,70.5,62.2,33.8,20.4,17.5
sensor_4178,46.5,18.1,65.6,28.0,92.8,28.8,26.7,86.3,49.1
sensor_4179,98.7,82.8,44.5,71.7,28.6,99.0,76.8,21.7,44.7
sensor_4180,85.3,30.4,20.5,18.5,14.7,59.4,24.0,19.5,15.7
sensor_4181,17.7,50.4,64.1,62.3,38.4,92.8,32.5,40.1,19.9
sensor_4182,69.9,61.5,12.6,16.6,90.5,11.0,85.7,78.1,39.9
sensor_4183,79.3,81.7,30.9,42.2,82.2,99.7,42.8,43.2,52.4
sensor_4184,48.9,42.5,33.7,31.6,95.0,23.5,26.7,93.5,57.4
sensor_4185,78.1,53.1,18.8,45.7,39.4,48.1,25.2,62.2,96.9
sensor_4186,42.9,50.1,49.9,17.3,37.1,13.9,52.3,54.8,27.2
sensor_4187,21.6,54.6,71.3,93.6,86.1,54.3,81.2,79.1,24.7
sensor_4188,98.6,38.4,51.8,92.1,66.1,91.8,93.1,63.5,74.2
sensor_4189,46.1,75.5,87.5,18.9,97.3,38.5,96.0,18.4,33.2
sensor_4190,75.0,20.4,36.3,82.5,38.0,42.7,37.5,47.4,29.5
sensor_4191,92.3,94.1,49.9,93.0,52.2,85.7,74.2,18.3,90.1
sensor_4192,10.0,46.8,63.7,37.9,94.9,68.9,58.8,52.8,83.2
sensor_4193,27.3,10.7,21.0,98.1,18.2,54.3,89.4,18.0,12.6
sensor_4194,19.4,68.5,13.3,19.3,21.3,29.2,29.9,18.1,95.6
sensor_4195,66.8,68.4,50.9,12.7,32.0,38.6,62.8,42.2,85.4
sensor_4196,33.3,12.8,61.2,69.8,86.6,93.6,91.9,36.1,21.7
sensor_4197,45.9,15.1,90.4,49.3,83.7,23.4,36.2,21.1,88.2
sensor_4198,28.5,78.5,25.5,96.3,73.6,85.7,85.2,32.8,99.8
sensor_4199,38.5,36.2,45.6,49.2,34.7,77.7,23.1,30.6,85.8
sensor_4200,67.9,90.4,89.3,21.4,16.6,17.1,92.8,33.5,14.9
sensor_4201,56.6,95.3,63.7,41.3,66.4,40.4,23.4,35.1,72.0
sensor_4202,45.1,23.2,86.0,54.5,48.2,39.2,78.4,31.0,95.1
sensor_4203,77.6,34.3,81.2,10.9,13.0,39.1,83.9,19.3,72.1
sensor_4204,29.2,98.1,93.5,19.4,30.1,70.6,67.6,76.8,81.0
sensor_4205,66.9,78.0,11.1,54.6,63.8,71.5,67.4,58.1,61.8
sensor_4206,71.5,38.9,77.2,14.8,60.1,78.9,30.4,11.2,19.6
sensor_4207,70.6,67.0,96.9,67.4,53.9,85.3,31.6,34.0,30.0
sensor_4208,98.6,84.6,87.0,52.1,48.8,64.2,13.1,69.8,55.1
sensor_4209,42.4,85.2,42.6,31.7,69.9,85.7,53.5,87.5,14.4
sensor_4210,98.4,81.5,29.3,11.7,92.0,20.4,39.4,45.8,61.4
sensor_4211,50.2,67.9,76.3,42.2,60.8,39.4,80.8,94.3,12.9
sensor_4212,41.5,92.9,23.8,16.1,34.0,75.6,45.1,55.4,45.7
sensor_4213,28.5,89.0,64.4,90.2,35.9,48.3,67.1,18.1,41.1
sensor_4214,34.2,83.0,74.8,92.9,67.2,93.6,44.3,76.5,56.1
sensor_4215,90.2,65.0,55.9,57.9,76.1,69.0,45.4,81.8,18.0
sensor_4216,21.0,96.3,83.9,51.4,62.4,64.2,88.9,23.4,84.3
sensor_4217,24.4,31.7,17.3,39.6,53.7,22.3,10.2,72.0,84.9
sensor_4218,56.7,40.9,78.0,48.6,48.2,71.9,72.9,96.1,33.5
sensor_4219,27.0,81.1,54.7,73.7,27.0,28.1,68.5,30.9,54.1
sensor_4220,32.9,91.6,19.1,90.5,74.9,11.1,32.7,13.1,63.4
sensor_4221,90.6,33.5,43.2,55.7,15.9,73.7,35.8,40.8,97.9
sensor_4222,69.6,99.6,22.2,96.2,81.3,30.3,88.2,67.6,91.5
sensor_4223,87.6,61.7,42.3,86.3,71.5,54.2,64.6,97.0,64.6
sensor_4224,45.5,70.4,26.4,29.0,62.6,50.8,30.0,74.9,18.9
sensor_4225,96.4,80.6,16.4,62.4,17.6,38.8,19.2,89.8,16.6
sensor_4226,68.9,14.6,12.6,39.5,43.5,78.8,14.0,88.1,46.4
sensor_4227,61.9,95.8,84.8,83.0,74.0,88.8,25.3,22.5,75.6
sensor_4228,26.3,87.0,91.5,60.1,80.6,57.1,38.9,73.3,82.4
sensor_4229,15.3,79.1,78.7,61.7,28.6,84.7,19.4,53.2,98.5
sensor_4230,97.6,60.5,49.5,56.7,53.1,25.2,30.2,98.8,48.1
sensor_4231,95.1,59.8,22.6,68.4,56.4,65.5,82.8,28.8,16.1
sensor_4232,19.6,30.8,93.2,85.7,37.1,74.2,58.9,80.7,82.3
sensor_4233,58.6,27.7,67.4,98.5,49.3,76.6,30.8,21.1,30.1
sensor_4234,28.8,15.5,32.5,34.0,25.2,85.7,38.2,12.8,87.0
sensor_4235,89.3,11.4,38.8,30.9,42.0,68.4,55.6,21.7,28.4
sensor_4236,33.7,75.0,70.0,80.0,12.5,59.9,26.1,68.6,30.9
sensor_4237,99.2,15.2,93.7,75.6,58.1,54.2,63.2,59.7,24.9
sensor_4238,40.6,53.7,41.8,51.8,99.2,48.3,36.5,38.9,86.4
sensor_4239,95.2,29.5,13.0,79.4,44.3,47.4,90.2,15.5,90.0
sensor_4240,72.8,29.2,91.4,18.1,61.5,98.7,74.6,72.7,99.8
sensor_4241,98.9,63.1,40.3,29.8,63.5,54.1,75.3,85.6,33.0
sensor_4242,15.1,53.8,66.0,97.4,10.8,95.2,53.7,66.7,29.0
sensor_4243,47.2,82.9,62.2,89.0,90.6,35.8,92.7,56.5,14.1
sensor_4244,22.9,18.7,26.4,34.3,97.5,36.8,36.8,60.2,93.8
sensor_4245,31.9,42.4,81.0,38.9,79.0,95.0,85.0,61.7,64.5
sensor_4246,40.1,90.1,44.6,92.3,49.7,67.2,21.6,83.2,98.7
sensor_4247,91.5,77.2,13.1,41.1,59.3,69.5,64.4,86.2,38.2
sensor_4248,97.7,38.8,92.7,58.3,61.1,77.7,81.0,86.4,58.5
sensor_4249,82.0,94.0,33.6,38.9,39.4,73.3,99.8,76.9,74.7
sensor_4250,80.1,84.1,50.2,36.5,26.7,97.2,33.4,93.3,67.2
sensor_4251,91.3,97.5,92.8,93.0,69.9,47.7,81.7,35.2,60.7
sensor_4252,25.7,20.5,45.4,54.8,38.4,76.2,71.1,13.2,98.2
sensor_4253,16.4,89.5,87.7,17.1,88.5,41.4,66.6,14.7,66.6
sensor_4254,11.7,16.5,32.9,80.6,95.7,42.3,56.7,10.5,14.4
sensor_4255,13.6,36.4,12.0,74.1,32.9,42.3,66.0,44.6,81.2
sensor_4256,36.6,97.0,82.8,41.6,42.5,11.7,99.3,59.6,64.4
sensor_4257,87.3,45.6,22.1,49.9,15.4,96.9,57.7,72.6,64.2
sensor_4258,76.4,18.0,55.6,25.3,90.2,81.3,44.5,25.9,69.1
sensor_4259,15.4,70.7,43.1,39.7,12.0,31.6,40.4,11.9,88.0
sensor_4260,93.6,16.4,54.7,16.4,48.9,34.7,95.4,53.5,78.9
sensor_4261,74.9,44.8,27.0,79.3,83.2,66.3,72.1,90.3,79.8
sensor_4262,24.1,32.3,62.5,46.1,15.2,42.6,96.6,19.0,55.8
sensor_4263,92.8,35.0,63.4,35.4,78.4,67.9,64.6,78.2,32.6
sensor_4264,37.7,94.6,58.7,26.7,90.4,16.1,17.9,81.8,31.8
sensor_4265,49.9,21.4,94.7,71.4,35.1,54.3,74.0,83.5,24.1
sensor_4266,62.0,77.3,39.2,61.7,74.5,33.9,85.0,97.3,91.8
sensor_4267,61.7,37.5,89.9,61.6,37.8,40.5,78.4,58.9,90.6
sensor_4268,31.1,97.2,62.1,67.9,36.0,76.7,82.0,54.4,11.6
sensor_4269,96.1,77.6,53.0,69.9,70.6,52.9,82.2,86.7,52.3
sensor_4270,28.5,57.7,38.9,34.6,23.3,20.0,19.0,58.4,21.0
sensor_4271,21.4,58.4,50.1,49.7,82.5,48.9,72.4,46.0,15.2
sensor_4272,64.9,62.9,64.1,90.4,24.7,85.4,21.3,61.9,68.3
sensor_4273,28.9,50.3,87.7,54.6,93.5,11.4,81.3,47.8,87.1
sensor_4274,38.6,20.5,66.5,86.0,49.2,80.7,81.6,76.0,68.6
sensor_4275,84.1,47.4,14.2,37.2,34.9,50.0,96.8,92.4,99.4
sensor_4276,34.4,42.0,50.5,86.2,94.9,15.0,97.1,99.5,77.4
sensor_4277,72.7,42.4,96.5,33.0,35.4,67.5,80.5,72.2,88.9
sensor_4278,38.8,83.0,21.9,45.0,66.6,54.1,95.4,34.0,77.1
sensor_4279,34.2,40.3,40.3,70.2,52.6,94.7,94.5,70.5,28.9
sensor_4280,84.4,72.0,97.3,10.3,91.3,40.0,99.9,90.8,95.6
sensor_4281,80.2,71.7,24.4,93.5,52.3,57.5,73.5,79.6,52.7
sensor_4282,61.4,70.4,89.2,54.8,95.1,59.9,99.1,85.7,87.6
sensor_4283,76.1,68.0,48.3,46.2,31.1,93.2,82.9,58.6,80.8
sensor_4284,26.8,51.8,71.3,37.5,58.6,67.7,79.2,96.5,82.3
sensor_4285,35.7,72.2,14.2,96.3,64.2,45.8,19.2,41.9,53.0
sensor_4286,88.3,52.0,57.2,22.5,54.1,47.8,35.9,99.4,62.7
sensor_4287,45.0,94.9,48.5,40.0,86.8,71.7,82.2,40.8,25.8
sensor_4288,13.2,44.9,16.6,48.4,52.8,15.6,66.2,22.8,14.8
sensor_4289,70.2,11.9,15.7,29.4,86.4,37.7,76.3,11.7,28.7
sensor_4290,79.3,36.9,26.0,98.8,61.6,74.4,78.1,35.1,35.3
sensor_4291,59.6,18.1,44.1,61.9,41.7,64.9,20.6,68.0,25.7
sensor_4292,86.1,47.8,33.6,32.2,99.1,58.8,59.7,99.3,91.4
sensor_4293,33.7,92.2,63.1,18.6,17.4,23.0,82.8,84.3,60.6
sensor_4294,91.4,98.2,99.3,64.2,44.6,48.9,48.9,62.1,23.9
sensor_4295,61.6,93.4,84.4,60.1,28.7,53.3,89.2,70.8,89.6
sensor_4296,35.8,24.3,55.0,44.6,52.6,53.1,37.6,59.4,79.9
sensor_4297,14.8,31.9,83.4,75.7,88.6,52.7,22.3,81.3,99.5
sensor_4298,61.7,83.2,46.1,42.2,95.3,39.7,27.8,48.2,65.5
sensor_4299,23.1,87.5,68.9,37.4,79.6,55.9,72.1,22.9,95.8
sensor_4300,74.6,78.5,53.8,89.6,76.0,89.1,57.3,84.8,87.4
sensor_4301,17.1,25.4,57.3,49.2,24.9,53.8,33.1,80.9,44.5
sensor_4302,65.4,14.7,11.6,44.1,88.4,80.5,63.7,87.9,96.1
sensor_4303,44.2,26.4,77.4,19.0,38.5,29.8,69.8,14.5,11.6
sensor_4304,11.8,17.0,90.5,51.4,19.2,16.2,63.5,82.3,32.4
sensor_4305,71.9,51.0,98.9,26.2,42.8,57.6,19.0,65.8,30.0
sensor_4306,42.1,12.7,62.4,43.3,91.1,69.5,12.7,20.2,39.1
sensor_4307,37.2,45.6,85.8,95.8,18.2,29.7,15.2,14.2,72.7
sensor_4308,15.9,69.7,51.5,61.0,18.3,95.5,42.3,95.5,82.1
sensor_4309,99.8,10.6,94.8,73.4,72.9,99.7,97.7,29.2,29.2
sensor_4310,85.0,53.2,67.0,14.0,85.6,88.6,18.8,89.2,36.0
sensor_4311,25.4,24.1,84.4,98.1,65.4,24.2,87.8,95.3,70.9
sensor_4312,33.5,98.4,47.4,28.8,44.3,34.3,72.3,48.3,46.2
sensor_4313,25.4,68.5,86.9,97.7,34.3,40.7,74.9,85.0,84.5
sensor_4314,17.5,84.6,73.9,12.8,80.7,96.0,40.5,17.5,38.4
sensor_4315,31.8,16.3,20.1,94.8,65.0,91.9,96.5,83.1,46.5
sensor_4316,84.7,23.6,46.5,80.2,81.8,73.2,34.6,93.3,78.0
sensor_4317,99.6,64.6,47.5,86.2,33.1,55.2,90.1,43.8,38.5
sensor_4318,41.5,85.3,25.2,37.8,87.8,78.1,44.8,88.8,69.6
sensor_4319,72.2,47.3,19.9,75.5,54.2,86.7,89.1,76.4,24.3
sensor_4320,79.9,19.8,20.4,60.5,84.4,18.7,15.0,96.7,11.9
sensor_4321,16.8,54.9,80.6,39.7,91.9,13.8,25.3,54.2,59.3
sensor_4322,86.4,39.3,14.2,34.3,36.0,91.1,91.5,35.1,22.4
sensor_4323,97.5,33.4,23.0,46.4,81.1,11.7,58.4,72.9,86.2
sensor_4324,15.8,83.6,30.4,70.2,69.1,98.1,89.3,46.9,32.7
sensor_4325,65.5,99.4,13.9,22.9,15.6,75.2,69.8,20.5,23.5
sensor_4326,91.5,10.5,97.7,69.3,17.1,68.7,14.0,58.1,91.1
sensor_4327,29.8,42.4,52.5,70.4,30.3,77.3,80.7,45.2,76.3
sensor_4328,71.4,38.1,20.9,51.3,17.5,13.4,81.6,48.9,17.2
sensor_4329,84.8,51.1,78.1,20.0,76.8,89.2,10.5,50.3,52.5
sensor_4330,32.5,55.6,97.6,42.6,49.3,57.6,48.5,53.4,81.8
sensor_4331,49.0,53.9,71.9,64.3,24.3,84.4,59.7,30.9,62.7
sensor_4332,20.5,28.5,95.5,63.2,23.6,42.6,50.7,25.9,42.7
sensor_4333,53.6,30.0,48.0,84.5,92.0,35.2,71.9,90.5,70.9
sensor_4334,19.2,71.8,14.0,63.3,82.7,82.7,71.9,66.5,79.5
sensor_4335,63.1,86.2,98.9,58.5,18.1,70.3,24.8,77.9,81.7
sensor_4336,15.5,29.4,18.6,11.3,60.3,13.4,42.2,84.1,13.5
